FULL_NAME,WEB_SITE,SHORT_NAME,UC_NO,REGISTER_NO
苏州高新风投创业投资管理有限公司,,高新风投,920000041405 ,P1008122
上海弘章投资中心（有限合伙）,,上海弘章投资,920000027293 ,P1009495
深圳市傲信瑞盛私募基金有限公司,,傲信瑞盛,920000015945 ,P1030874
深圳前海富瑞方得基金管理有限公司,,富瑞方得,920000040533 ,P1022785
上海彩瑞投资管理有限公司,http://www.shanghaicherry.com,彩瑞,920000064304 ,P1001024
深圳前海山鹰新时代投资管理有限公司,,山鹰新时代,920000054523 ,P1033482
深圳益信股权投资管理有限公司,,益信股权投资,920000001327 ,P1031502
北京凯利智信投资管理有限公司,,凯利智信,920000023052 ,P1033456
上海巴索投资有限公司,,上海巴索投资,920000002945 ,P1006199
深圳狄道投资基金管理有限公司,www.didaofund.com,狄道投资,920000044889 ,P1025373
上海无常资产管理有限公司,,无常资产,920000061501 ,P1026092
深圳前海汇富联合基金管理有限公司,,汇富联合,920000020126 ,P1006506
北京清科创业投资管理中心（有限合伙）,http://www.zero2ipovc.com/cn/,清科创投,920000030484 ,P1002135
上海浦信投资管理有限公司,,浦信投资,920000009366 ,P1011026
深圳市衡道投资有限公司,,衡道投资,920000052623 ,P1027327
苏州中顺易资产管理有限公司,,中顺易资产,920000061433 ,P1034152
北京亿金投资管理有限公司,,,,P1012551
青岛力鼎投资有限公司,,青岛力鼎,920000053043 ,P1018936
北京天启量云资产管理有限公司,,,,P1061552
深圳展亚资本管理有限公司,,展亚资本,920000038974 ,P1061318
大连通和投资有限公司,http://www.tongheinv.com/,通和投资,920000016455 ,P1001395
中盛国泰（北京）投资基金管理有限公司,,中盛国泰,920000015830 ,P1023975
杭州骐骥投资管理有限公司,,,920007902527 ,P1060929
青岛金光紫金创业投资管理有限公司,,,,P1061364
中睿资产管理有限公司,,,,P1061636
吉林省新三板股权投资基金有限公司,,吉林新三板投资,920000030845 ,P1016649
深圳市金宇投资管理有限公司,,金宇投资,920000043588 ,P1019543
上海科珞普资产管理中心(有限合伙）,,科珞普资产,920000017345 ,P1011445
广东航通投资管理有限公司,,航通投资,920000051337 ,P1010793
北京厚持投资集团有限公司,http://www.holchcapital.com,北京厚持,920000046401 ,P1018275
山东兴国投资有限公司,,山东兴国投资,920000064072 ,P1018354
深圳华青股权投资基金管理有限公司,,深圳华青,920000021614 ,P1022485
珠海悦昕投资管理企业（有限合伙）,,悦昕投资,920000036473 ,P1032029
杭州梦工场投资管理有限公司,http://www.mediadreamworks.net,梦工场投资,920000032392 ,P1018908
上海博哲投资管理有限公司,,博哲投资,920000051029 ,P1012495
嘉兴晨源投资管理有限公司,www.ceyuan.com,晨源投资,920000053406 ,P1032307
广东搜于特投资管理有限公司,,搜于特投资,920000025550 ,P1032884
威盛（天津）股权投资基金管理有限公司,http://www.visionpe.com,天津威盛投资,920000051412 ,P1002097
中成富通（北京）投资管理有限公司,,中成富通,920000016089 ,P1007749
上海诚存投资管理有限公司,,诚存投资,920000031490 ,P1033846
重庆盛云穆迪股权投资基金管理有限公司,,盛云穆迪,920000046604 ,P1006285
广东尚伟投资管理有限责任公司,,尚伟投资,920000019262 ,P1021037
山西众信德隆股权投资管理有限公司,,众信德隆,920000038902 ,P1002661
上海通度资产管理合伙企业,,幸福1号基金,920000190971 ,P1007739
北京中金慧丰投资管理有限公司,,中金慧丰,920000004503 ,P1020191
上海银象资产管理有限公司,,银象资产,920000037946 ,P1000365
骑士道和（喀什）基金管理有限责任公司,,骑士道和,920000066550 ,P1033299
深圳市融和基金管理有限公司,,,,P1026050
上海橡石资产管理有限公司,,橡石资产,920000029348 ,P1028467
上海晟盟资产管理有限公司,,晟盟资产,920000036410 ,P1021020
山西信托股份有限公司,http://www.sxxt.net,山西信托,920000058670 ,P1016741
南京臻舍资本管理中心（有限合伙）,,臻舍资本,920000065364 ,P1033928
北京屹涛资产管理有限公司,,屹涛资产,920000044344 ,P1022268
邦盟汇骏资产管理（上海）股份有限公司,http://www.shbmi.com/,邦盟汇骏,920000061781 ,P1021802
北京麦伽投资管理有限公司,mpluscapital.com,麦伽投资,920000004717 ,P1029180
深圳拔萃资本管理有限公司,,拔萃资本,920000027782 ,P1024858
上海高达资产管理有限公司,,高达资产,920000014621 ,P1013668
广州西域投资管理中心（有限合伙）,www.xiyu88.com,,,P1001146
上海仟红投资管理有限公司,http://www.qhcapital.com.cn,上海仟红投资,920000008103 ,P1015900
深圳市柳成荫资产管理有限公司,,柳成荫资产,920000006478 ,P1034176
上海亨石投资管理有限公司,,亨石投资,920000037899 ,P1011258
无锡国曦投资有限公司,,国曦投资,920000048629 ,P1034233
北京晟龙元和投资管理有限公司,,晟龙元和,920000041360 ,P1034445
深圳市九思投资管理有限公司,,九思投资,920000041137 ,P1005475
平潭会同宏誉股权投资管理合伙企业（有限合伙）,http://www.cru-capital.com.cn,平潭会同宏誉股权,920000029488 ,P1033914
富达利泰投资管理(上海)有限公司,,,920007902157 ,P1060660
展图（上海）资产管理有限公司,,展图资产,920000013456 ,P1030728
上海彬逸投资管理有限公司,,彬逸投资,920007902748 ,P1060624
宁波蓝海菁合投资管理有限公司,,蓝海菁合,920000020415 ,P1006648
深圳市德万崇业投资管理合伙企业（有限合伙）,,德万崇业,920007902246 ,P1060340
贵州黔兴国发产业发展基金管理有限公司,,黔兴国发,920000001229 ,P1061161
泰州中鼎投资管理有限公司,,,920007902005 ,P1060871
珠海泰岳梧桐投资管理有限公司,,珠海泰岳梧桐,920000062504 ,P1034617
上海钜派禾晖资产管理有限公司,,钜派禾晖,920000010806 ,P1001789
北京圣帮汇通投资管理有限公司,,,920007902014 ,P1061071
宁波泰和恒鑫资产管理有限公司,,,,P1061471
浙江中纬资产管理有限公司,,,920007902898 ,P1061084
深圳市前海中融国能基金管理有限公司,,中融国能,920000020365 ,P1022979
深圳市福晟资本有限公司,,福晟资本,920000026695 ,P1024041
华江财富（北京）投资基金管理有限公司,,华江财富,920000022570 ,P1024186
四川中兴永恒股权投资基金管理有限公司,,,,P1004485
高通盛融财富投资集团有限公司,http://www.gtsrbj.com,高通盛融财富投资,920000066216 ,P1005305
湖南蠡源晟投资管理有限公司,,蠡源晟投资,920000004800 ,P1005935
宁波才丰股权投资基金管理有限公司,http://www.nbcaifund.com,才丰投资,920000021242 ,P1002926
北京盛永嘉业投资管理有限公司,http://www.jiashengbank.com,盛永嘉业,920000041381 ,P1028391
深圳市泰瑞通财富管理有限公司,WWW.TRTFUND.COM,泰瑞通财富,920000016409 ,P1023428
北京君永财富投资管理有限公司,,君永财富,920000065936 ,P1007331
深圳市汇金鑫盛财富管理有限责任公司,,,,P1060376
北京隆翔资产管理有限公司,,隆翔资产,920000015780 ,P1028143
北京澎泰资本管理股份有限公司,,澎泰资本,920000027372 ,P1025669
宁波嘉丰股权投资合伙企业（有限合伙）,,嘉丰投资,920000017322 ,P1013150
深圳前海天择投资控股有限公司,,天择投资,920000048305 ,P1032765
上海贵禧资产管理有限公司,,贵禧资产,920000021267 ,P1017577
上饶市麒毓资产管理有限公司,,麒毓资产,920000061648 ,P1012571
杭州复朴投资管理有限公司,,杭州复朴投资,920000013094 ,P1007033
珠海横琴粤信资产管理有限公司,,粤信资产,920000059622 ,P1019644
上海涌利金融信息服务有限公司,www.forising.cn,涌利金融,920000057555 ,P1004155
杭州合信投资管理有限公司,,杭州合信投资,920000056302 ,P1024084
北京云集投资有限公司,,云集投资,920000063379 ,P1012638
深圳市稳胜股权投资基金管理有限公司,,稳胜投资,920000039729 ,P1001613
上海泽茂投资管理有限公司,,泽茂投资,920000048275 ,P1029331
深圳前海同盛金控资产管理有限公司,,同盛金控,920000036076 ,P1030896
宁波秦晖投资管理合伙企业（有限合伙）,,秦晖投资,920000040503 ,P1004036
北京征金资本管理有限公司,,征金资本,920000031116 ,P1032682
广东中大创业投资管理有限公司,http://www.zdvc.com.cn,中大创投,920000052428 ,P1000956
道远资本管理（北京）有限公司,,道远资本,920000051243 ,P1003311
浙江投侠客投资管理有限公司,,投侠客投资,920000009964 ,P1031522
喀什橡树林股权投资有限公司,,喀什橡树林投资,920000014667 ,P1029341
中金前海发展（深圳）基金管理有限公司,www.cqbfund.com,中金前海发展,920000063305 ,P1009478
国信阳光基金管理有限公司,,国信阳光基金,920000023707 ,P1004972
上海郡雍投资管理有限公司,http://www.junyongsh.com,郡雍投资,920000006070 ,P1026029
苏州厚扬景桥投资管理有限公司,,厚扬景桥,920000022207 ,P1018213
上海耐拓资产管理有限公司,http://www.naituoasset.com,耐拓资产,920000002316 ,P1010791
北京博森泉资产管理有限公司,http://www.bossamc.com,博森泉资产,920000037308 ,P1016463
浙江存在资产管理有限公司,,存在资产,920000063980 ,P1026172
绍兴县拓晖本裕股权投资管理有限公司,,,,P1010480
厦门市鑫鼎盛投资有限公司,,鑫鼎盛,920000007351 ,P1000786
上海迪丰投资有限公司,,迪丰投资,920000036046 ,P1031505
杭州高目资产管理有限公司,,高目资产,920000009444 ,P1031652
上海盈丰康伦股权投资管理有限公司,,盈丰康伦,920000057848 ,P1009291
苏州鼎晟天秤创业投资管理有限公司,,,,P1010713
中金佳成投资管理有限公司,,中金佳成投资,920000048837 ,P1010486
绍兴国恒投资有限公司,,绍兴国恒,920000055943 ,P1005027
北京比格戴特投资管理有限公司,,比格戴特,920000012771 ,P1010938
深圳市钱富通资产管理有限公司,,钱富通资产,920000007598 ,P1025120
上海湘禾投资有限公司,,湘禾投资,920000040736 ,P1003498
丰泽康嘉（天津）资产管理有限公司,,丰泽康嘉,920000057651 ,P1032745
深圳市悦享资本管理有限公司,http://www.szyxzbgl.com,悦享资本,920000039054 ,P1001543
深圳市端盈投资基金管理企业(有限合伙）,,端盈投资,920000006538 ,P1014513
北京汉康创业投资管理有限公司,,汉康创业投资,920000033749 ,P1032338
泰州蜗牛投资管理有限公司,,蜗牛投资,920000043268 ,P1020136
河北焱垚股权投资基金管理有限公司,,焱垚投资,920000059113 ,P1026459
梅州市睿智投资企业（有限合伙）,,梅州睿智,920000055439 ,P1029924
湖北乾涌股权投资基金管理有限公司,www.qianyongfund.com,乾涌投资,920000003531 ,P1005049
广州国杰资产管理有限公司,,国杰资产,920000056379 ,P1020411
建银国际（深圳）资产管理有限公司,,建银国际深圳,920000042053 ,P1007537
上海红象投资管理有限公司,www.hxinvest.cn,红象投资,920000063785 ,P1006867
江西达邦投资有限公司,,达邦投资,920000042176 ,P1027541
创毅无限（北京）科技发展有限公司,,创毅无限,920000054379 ,P1009431
北京隆德创新投资管理有限公司,,隆德创新,920000006386 ,P1010233
福建恒昌资产管理有限公司,,福建恒昌资产,920000047485 ,P1020044
石河子春晓股权投资管理有限公司,http://www.chunxiao.cn,春晓投资,920000034700 ,P1022875
星长城文化产业投资基金管理（北京）有限公司,,,,P1021831
深圳升达物联通智能家居投资基金管理有限公司,,升达物联通,920000013424 ,P1030259
上海廷轩投资有限公司,,廷轩投资,920000051314 ,P1027890
浙江投融谱华资产管理有限公司,,投融谱华,920000060160 ,P1017061
上海云腾投资管理有限公司,www.yuntengtz.com.cn,云腾投资,920000000986 ,P1010165
上海骆明投资咨询有限公司,,骆明投资,920000039301 ,P1031448
重庆稷宏金融服务股份有限公司,www.cqjihong.com,,920000026313 ,P1013040
合盛达（天津）投资管理有限公司,,合盛达投资,920000016064 ,P1033143
深圳市前海汇睿投资管理有限公司,,汇睿投资,920000015554 ,P1020164
融亿鼎盛投资基金管理（北京）有限公司,,融亿鼎盛,920000034737 ,P1019167
深圳市红禾资本投资咨询有限公司,http://www.hongheinvest.com,红禾资本,920000021316 ,P1015722
北京天善资本投资管理有限公司,,天善资本,920000010093 ,P1020325
陕西恒益资产管理有限公司,,恒益资产,920000034860 ,P1033524
深圳新影传媒股权投资基金管理有限公司,,新影传媒,920000012666 ,P1005149
北京广义祯投资管理有限公司,http://www.gyzim.com/,广义祯投资,920000026362 ,P1002169
上海聚通资产管理有限公司,,聚通资产,920000048552 ,P1005380
北京达富百信投资管理有限公司,http://www.dfbx.com.cn/,达富百信,920000019907 ,P1016969
湖南国开南方私募基金管理有限公司,,国开南方,920000052158 ,P1032581
维金（杭州）资产管理有限公司,,维金资产,920000002651 ,P1028237
深圳市广亚汇智财富管理有限公司,,广亚汇智,920000013912 ,P1005442
杭州嘉澳投资管理有限公司,,嘉澳投资,920000052121 ,P1004355
上海金湖资产管理有限公司,,金湖资产,920000015017 ,P1034080
泰州华鑫创业投资管理有限公司,,华鑫创业,920000045889 ,P1024489
上海真龙投资发展有限公司,,真龙投资,920000015127 ,P1010742
重庆磬石臻和股权投资基金管理有限责任公司,,磬石臻和,920000012321 ,P1033813
安徽首泰东方资产管理有限公司,,,,P1001170
德太海华（上海）股权投资管理有限公司,,德太海华,920000033183 ,P1001328
深圳市银豪财富管理有限公司,http://www.yh-cf.com,银豪财富,920000011212 ,P1008654
中宇天诚（北京）投资管理有限公司,,中宇天诚,920000022746 ,P1033844
北京笃信晟丰资产管理有限责任公司,,笃信晟丰,920000043988 ,P1005612
广东瑞达投资管理有限公司,,瑞达,920000055568 ,P1006847
